Title,Abstract,Authors,digitalObjectIdentifier,research tool
From STEM to STEAM: Towards Aerospace Partnerships with Cultural Heritage Diagnostics,"What would happen if archaeology and aerospace joined forces to test and develop new technology? Not only would it be the basis for an epic movie, there is considerable need in emerging fields of archaeology, like cultural heritage diagnostics, where a fruitful partnership could be forged. Both cultural heritage diagnostics and engineering groups share needs for multi-dimensional and multi-spectral surveying, immersive collaboration environments for visualizing results for analytics, and layered reality annotation systems to engage the scientific community and capture crowd-sourced feedback. The University of California, San Diego (UCSD) hosts the Center of Interdisciplinary Science for Art, Architecture, and Archaeology (CISA3), which is focused on engineering and adapting technology towards cultural heritage diagnostics for these purposes. CISA3 would like to build and consolidate new bridges between industry, academia, and government research to develop, test, and explain new tools to explore the cultural world around us with systems typically dreamt of in science fiction space exploration. Science, Technology, Engineering, and Mathematics (STEM) education and research is highly lauded as a means to maintain and improve society's problem-solving prowess. Recent years have seen a movement to put the Arts into the middle of STEM, thus transforming it into STEAM, to foster innovation and to deliver comprehensive, sustainable solutions to a wide range of problems and opportunities, especially those that are culturally sensitive. Utilizing this emphasis on an expanded definition of the 'arts' - specifically art, architecture, and archaeology a la CISA could help the aerospace industry and its many offshoots by both providing a culturally accessible entry point to engage the masses to recruit new generations of Indiana-Jones space exploration-engineers and act as a test bed for equipment and training. Deeper collaborations with aerospace offer cultural heritage diagnostics the chance to extend its ongoing dialogue between those who can identify practical field problems for which technology has not yet been invented, like archaeologists and art historians, and the computer scientists and engineers who are capable of constructing solutions. This paper explores ways that cultural heritage diagnostics with CISA3 and similar organizations bridge the gap between pure and applied science in turn smudging the lines between the hard and soft sciences. It will explore the ways in which a STEAM movement focused not just on arts, but on art, architecture, and archaeology may be the path towards the productive and innovative collaborations between academia, industry, and government which have long been dreamed of, but not yet fully achieved. This paper will suggest ways in which cultural heritage diagnostics entities might partner with the aerospace industry to evolve well-rounded tools that reveal and preserve the treasure of our past to present audiences - to inspire and enable a future for humankind on and beyond planet Earth.","Richter, AM; Petrovic, V; Kuester, F; Seracini, M; Angelo, R",,WOS
Federal STEM Policy and Politics and Their Impact on Astronomy EPO: Reflections and Provocations,"The federal government invests more than $3 billion each year across its various units in supporting STEM education and outreach. Efforts in recent years to understand and better coordinate these investments have resulted in considerable push back, particularly those efforts that aimed at consolidation and elimination of programs deemed ineffective or duplicative. While initial plans to streamline federal STEM education were defeated, many agencies nonetheless saw cuts and elimination, and a high-level effort to coordinate STEM education at the cross-agency level is now gaining steam (CoSTEM: Committee on Science, Technology, Engineering, and Mathematics Education). What do all of these developments mean for education and public outreach in astronomy and related fields? How should this community operate within the opportunities and threats that CoSTEM might pose? Former director of the National Academy of Science's Board on Science Education, and now director of the Center for Research on Lifelong STEM Learning, Martin Storksdieck, reflected on past and recent developments from the perspective of a close observer, and from the perspective of someone who has been involved in astronomy education research and evaluation for nearly 20 years. Shelley Canright, Senior Advisor for Education Integration at the NASA Office of Education, shared her insights and perspectives with respect to CoSTEM and EPO, in particular from co-chairing the Federal Coordination in Science, Technology, Engineering, and Mathematics Education (FC-STEM) group.","Schultz, G; Storksdieck, M; Canright, S",,WOS
Is there deep learning on Mars? STEAM education in an inquiry-based out-of-school setting,"Learning intervention based on a Mars and Space exhibition was designed according to STEAM-education (Science, Technology, Engineering, Art and Mathematics) principles and practices in order to bridge the gap between formal and informal learning. The cognitive learning of 12-year-old students in Finland (N = 306) showed a sustained level for a six months period. The results of this study provided evidence that situational motivation was enhanced by interest in school science in the STEAM science exhibition context. This led to better cognitive learning results in the post-knowledge test. Thus, interest and situational motivation were the first steps, and the superficial situational motivation seemed to successfully change into content-based intrinsic motivation with longer-lasting, deep learning outcomes. STEAM intervention apparently produced long-term learning, and this exhibition learning setting is shown to provide an appropriate platform to reach the deeper layers to successfully retain knowledge. Boys' scores rose even in the delayed test. Using structural equation modelling (SEM) to assess the effects on individual, motivational and situational interest in learning, situation motivation is shown to work as a catalyst and acting as a catalyst and also acted as a stepping stone for intrinsic motivation as part of relative autonomy (RAI) and a deep learning strategy.","Salmi, HS; Thuneberg, H; Bogner, FX",10.1080/10494820.2020.1823856,WOS
Old Nishiki-e as Learning Tool for Contemporary Digital Object -based Learning in STEAM Education,"Universities are collectively advancing education and research activities to resolve obstacles to a sustainable future. STEAM education has thus recently gained fraction for students' multisensory activities to encourage scientific thinking along with creativity. Object-based learning is an active learning method that utilizes curated collections and objects placed in museum settings. This paper illustrates the benefits of OBL with artistic/scientific nishiki-e as a STEAM education tool for a teaching material. Through digital OBL including survey and curation in digital space by student participants, it was shown that digital OBL is efficacy as a STEAM education.","Tanabashi, S",10.1109/ISET52350.2021.00052,WOS
THERMAL PERFORMANCE AND EVALUATION OF SUPERHEATED STEAM DRYING SYSTEM USING SOLAR-ASSISTED ABSORPTION HEAT TRANSFORMER,"This paper summarizes the main results of our study carried out under the priority-area research  Energy Conversion and Utilization with High Efficiency supported by the grant-in-aid of scientific research from the Ministry of Education, Science and Culture of Japan. In the research we focused on applications of solar energy utilization for industrial drying systems. In this paper a new concept of a closed drying system with superheated steam provided from a temperature boosting type heat pump (absorption type heat transformer) was proposed. The heat transformer is driven directly by heat from a solar collector. The performance for different three drying periods and a number of factors affecting it were predicted by a computer simulation. Furthermore the heat and mass transfer characteristics of water evaporation into superheated steam stream by radiative and convective heating were indicated experimentally. It was concluded that the system would be useful for industries where high temperature(over 100-degrees-C) drying is required.","NOMURA, T; NISHIMURA, N",10.1080/07373939208916470,WOS
STEAM EDUCATION ON GALILEO'S TELESCOPE: ART SCAFFOLDS SCIENCE AND TECHNOLOGY EDUCATION,"STEAM education is an interdisciplinary approach to scientific disciplines that highlights the high dose of creativity and imagination shared by fields such as science, technology, engineering, art and mathematics. This communication explores an innovative approach for science education through art, which provides a valuable complementary historical context for the history of science. The innovation of this approach stems from the use of artworks (painting, graphics, etc.) for teaching science, whose accessibility and simplicity might amplify and complement the students' motivation and attraction toward science. Further, the approach integrates science and humanities, thus contributing to close this gap, through starting a complementary teaching cooperation between art (humanities) and science teachers. The innovative approach is contextualized here within the case of Galileo's telescope, which also provides interesting additional issues on the nature of science, such as the relationships between science and technology (scientific instrumentation) and the general interactions among science, technology and society, which also lie at the social interface of art and science. This contribution highlights the role of art as a faithful witness at the dawn of science: artistic iconography on scientific themes disseminates scientific knowledge and demonstrates the link between science and art throughout history, and more extensively the pervasive science, technology and society interactions. Some contemporary paintings, drawings and pictures centered on Galileo's science and telescopes are presented. In addition, art can act as a motivational factor on students' science learning and contribute to historically situate better some scientific facts. Summing up, the basic ideas of this proposal about emphasizing science through art are contributing to better science learning, closing the science-humanities gap, and teaching issues of the nature of science, which are put into play through the cooperation between science and art teachers across issues and times.","Vázquez-Manassero, MA; Manassero-Mas, MA; Vázquez-Alonso, A",,WOS
A SOLAR-POWERED DIRECT STEAM GENERATION BOILER FOR AN EDUCATIONAL DESKTOP RANKINE CYCLE,"This paper presents the design and hardware validation of a unique solar powered boiler for powering a desktop scale steam Rankine power cycle. The primary purpose of the desktop Rankine cycle is to improve engineering education through a hands-on laboratory learning approach. Within this context, we have designed and validated a novel, glass-enclosed boiling chamber that generates steam entirely from the sun. Using a solar concentrator, the sun's heat is focused onto an absorber plate that acts as a heating element. The absorber plate receives solar power via radiation and heats the working fluid through convection. Since this is a direct steam generation boiler, the entering fluid is water that stratifies upon boiling into two steady-state flow regions with both liquid and gaseous phases. A thermal model is developed to characterize the concentrated solar power (CSP), chamber geometry, and heat transfer to the working fluid. A complete solar-to-steam efficiency analysis is presented and validated with the hardware. The boiler's estimated efficiency is 27.7% for converting typical daily solar irradiance to steam. The solar water boiling process can clearly be observed and is an excellent educational tool for both concentrated solar power as well as Rankine cycle power systems.","Toro, X; Compere, M; Van Wie, B; Dikici, B",,WOS
Evaluation of Communication and Collaboration Processes for Creating an Integrative STEAM Space at the Saginov Technical University,"- This article discusses the project on capacity building for training of engineering and technical specialists via STEAM technologies at the Kazakhstan. The project, entitled Capacity building of engineers innovative training via STEAM education was supported by the fund under the Research in the field of education and science for 2021-2023 priority of the Science Committee of the Ministry of Education and Science of the Republic of Kazakhstan (Grant No. AP092600338). The current research presented in this article addresses the issues of assessing the level of professional communication and collaboration skills among teaching staff. The article describes the identified communication gaps and recommendations in three areas of training, presents the key statements of the theory of communication and collaboration formulated on the basis of the results obtained within the integrated educational STEAM space, structured as the core of the STEAM education framework. Additionally, a list of competencies according to advanced STEAM approaches have been developed.","Jantassova, D; Hockley, AD; Shebalina, O; Akhmetova, D",10.18421/TEM121-57,WOS
STEAM for Space Leaders of Tomorrow: Human-Systems Integration as a Technique and an Art,"Human-systems integration (HSI) is progressively becoming a central discipline. HSI is grounded on the coconstruction of technology, organizations, and people's activities and jobs. HSI also requires the association of physics, cognitive engineering, and arts. Physics provides necessary knowledge, rules, and constraints that an engineer needs to build a system that works. Cognitive engineering provides knowledge, rules, and constraints that are necessary to safely, efficiently, and comfortably use a system. However, neither physics nor cognitive engineering provides insights or methods that support creativity. Consequently, arts should be integrated into science, technology, engineering, and mathematics (STEM) to make STEAM (with an A for arts). In this article, integration will be presented as creativity and abduction. Visualization supports integration by making abstract constructs more tangible and facilitating effective learning. We will see how during the design of what became NASA Space Exploration Vehicle, we worked with artists and cartoonists, who helped us visualize possible scenarios. They first drew cartoons that were displayed around a room and developed animations. We used them not only as tangible visualizations of our concepts but also as mediating representations that integrated multiple participants' views. This article is also based on the experience of International Space University Space Studies Program 2012 where we carried out a project on what space can contribute to global STEM education, which clearly anticipated the shift from STEM to STEAM. We will advocate that space leaders of tomorrow should physically, cognitively, and creatively investigate a specific planet, that is Earth in addition to the other planets. This development is true for both governmental and commercial space activities. We will conclude on the fact that HSI is both a technique and an art, and qualifies for being a STEAM discipline.","Boy, GA",10.1089/space.2019.0031,WOS
StellarScape An Immersive Multimedia Performance Inspired by the Life of a Star,"StellarScape is an immersive multimedia performance synthesizing music, science, visual art, and technology. The performance includes live musicians, sensors, electronic music, and dance, all collaborating through interactive cinematography. The result combines kinesthetic and acoustic sensing with astrophysical simulations of star formation in real time. This convergence research collaboration is catalyzed by the union of concepts at the confluence of astronomy, humanity, artistic expression through music and dance, and sociotechnical experience. This article summarizes the authors' motivation for undertaking the project, the interdisciplinary collaboration required to execute it, the authors' goals for the audience experience, early results of the first performances, and ways the piece can be delivered in the future for entertainment, outreach, and education.","He, YY; Impey, C; Burleson, W",10.1162/leon_a_02309,WOS
"Make World, A Collaborative Platform to Develop Computational Thinking and STEAM","The demand for computer programming professionals in STEAM-related areas has rocketed in the last decade. Initiatives such as the Hour of Code or CodeWeek take advantage of online platforms like Code.org to reach millions of students through a one-hour introduction to computer science and computer programming. Despite the excellent curricular design of Code.org courses, we believe that learners could benefit from a platform where they can create their own programming challenges that can be shared, assessed and remixed by the rest of the users. We named this platform Make World (http://makeworld.eu). After more than one year of use, we studied how students and teachers used this tool to propose and solve learning activities where computational thinking and STEAM skills are developed at the same time. This paper describes the main characteristics of Make World and analyses the use and piloting phase where more than 500 students of primary education have participated to measure the impact of Make World in their learning. The result of this analysis provides a better understanding of the difficulties students face when using a technological platform for STEAM and computational thinking education.","Guenaga, M; Mentxaka, I; Garaizar, P; Eguiluz, A; Villagrasa, S; Navarro, I",10.1007/978-3-319-58515-4_5,WOS
"[en] Creativity, critical thinking and teamwork in primary education: an interdisciplinary approach through STEAM projects","INTRODUCTION: STEAM education entails an approach for coworking with Science, Technology, Engineering, Arts and Mathematics that, apart from boosting the development of scientific thinking, impulses the development of some of the key skills of the century XXI. This study explores the impact on creativity, critical thinking and teamwork on 5th and 6th grade students when applying STEAM projects in the classroom. METHOD: This research presents an ethnographic exploratory case study where participants discourse is analysed in a Primary Educational School of Comunidad de Madrid, has as main objective analyzing how children communicate when the student body works in teams with experienced adults who guide them, taking advantage from the potentiality of this powerful resource. RESULTS: The results show that in each phase of the workshop, the inclusion into the classroom of STEAM projects generates educational scenarios that strengthen the mentioned competencies. DISCYSSION: The development of the study reveals the need of saving spaces so that the educational agents keep on investigating with this kind of projects in different contexts for the development of transverse cognitive competencies which go further than rote learning.","Fernandez, RC; Checa-Romero, M",10.5209/rced.79861,WOS
Finding the Joy in the Unknown: Implementation of STEAM Teaching Practices in Middle School Science and Math Classrooms,"In response to a desire to strengthen the economy, educational settings are emphasizing science, technology, engineering, and mathematics (STEM) curriculum and programs. Yet, because of the narrow approach to STEM, educational leaders continue to call for a more balanced approach to teaching and learning, which includes the arts, design, and humanities. This desire created space for science, technology, engineering, arts, and mathematics (STEAM) education, a transdisciplinary approach that focuses on problem-solving. STEAM-based curricula and STEAM-themed schools are appearing all over the globe. This growing national and global attention to STEAM provides an opportunity for teacher education to explore the ways in which teachers implement STEAM practices, examining the successes and challenges, and how teachers are beginning to make sense of this innovative teaching practice. The purpose of this paper is to examine the implementation of STEAM teaching practices in science and math middle school classrooms, in hopes to provide research-based evidence on this emerging topic to guide teacher educators.","Quigley, CF; Herro, D",10.1007/s10956-016-9602-z,WOS
Sustainable practices: Solar hydrogen fuel and education program on sustainable energy systems,"Owing to the increasingly apparent climate change, it becomes imperative to use renewable energy in the production of fuel that is environmentally friendly. At the same time, there is a need to introduce the related education programs to develop the skills of the technical staff working at the front line of rapidly developing renewable energy technologies. Hydrogen is expected to be the fuel in the near future. At present hydrogen fuel is mainly produced using steam reforming of methane (SRM). However, hydrogen generation using the SRM results in emission of greenhouse gases and climate change. Therefore, there is a common consensus that the SRM technology will soon be challenged by the technologies of solar hydrogen generation using photoelectrochemical cells (PEG). However, the PEG technology will be the ultimate winner only if the effects related to climate change and pollution are fully monetised. While such radical development is difficult for implementation due to economic reasons, the increasingly urgent need to reduce climate change dictates the need to increase competitiveness of the PEG method. This imposes the need to increase the efficiency of the solar energy conversion and reduce the costs of the related raw materials and devices. The development of renewable energy-related technologies, such as those related to solar hydrogen, imposes the need to introduce education programs in order to train technical and research staff working at the front line of rapidly developing sustainable energy systems. The present work considers such programs addressing a range of energy-related topics, such as hydrogen energy, electrochemical energy, photoelectrochemical energy and alternative renewable energy as well as industrial ecology and energy policy. It is concluded that implementation of these programs is urgently needed in order to protect the environment through sustainable development. Copyright (C) 2014, Hydrogen Energy Publications, LLC. Published by Elsevier Ltd. All rights reserved.","Nowotny, J; Bak, T; Chu, DW; Fiechter, S; Murch, GE; Veziroglu, TN",10.1016/j.ijhydene.2013.12.114,WOS
Normalizing Black Students/Youth and their Families' Digital and STEAM Literacies,"Due to the paucity of research that focuses on the digital and STEAM literacy practices of Black students and youth and their families in home and community spaces, this article acts as a call for awareness to understand the already-existing digital practices that acknowledges and honors their racial, cultural, and social lives. Lewis Ellison addresses four primary questions that K-12 teachers must be aware of concerning Black parents, students and youth in digital and STEM spaces: Why are Black Students'/ Youth and Families' Digital Literacy Practices important? What can we learn from Black Parents' Narratives about their Children's Digital and STEAM Literacies? What do Black Students/Youth Wish their Teachers Knew about Them? What Should Digital and STEM Literacy Practices Look Like for Black Students/Youth? These questions are important when thinking about Black students' and youth's digital literacy learning and proficiencies because as the education and political world keeps changing, they need digital literacy skills for every area of their lives. Once we understand the roles we play in centering their lives and practices, then we can advance teacher education, and then we can begin a discussion to normalize Black students and their families' digital and STEAM literacies and practices.","Ellison, TL",10.1002/trtr.2182,WOS
"Deterritorialising the Research Space: Artistic Research, Embodied Knowledge, and the Academy","Artistic research has in recent years concerned itself with the nature of practice and how this may be framed as research. These debates may have blinded us to a more fundamental concern: territorial claims to the research space made by other forces. Competition for access to material and human resources, funds, space, and infrastructural support, among others, drive debates about the academic status of performance within higher education. The main objective of this article is to demonstrate how the ideological imbalances underpinning the concepts of artistic knowledge and research in Higher Education have contributed to this territorialization. In a milieu of overmanagement, these imbalances often go unquestioned largely because of the university's ever-decreasing role in interrogating the agenda set by others who stand to benefit from it.","Duby, M; Barker, PA",10.1177/2158244017737130,WOS
A study on the learning experience of visitors of digital museums in STEAM education: From the perspective of visitors' visual evaluation,"Public education in museums has the interdisciplinary nature of STEAM education contemporary learning. In the contemporary learning process of the public, digital museums can rely on mobile terminals to provide people with opportunities for mobile learning. Especially since the global outbreak of COVID-19, many offline museums have been forced to close their doors or impose restrictions. How to use digital museums to better carry out the learning experience of visitors is a problem worthy of attention. Effective dissemination of visual information can help digital museums conduct educational activities more efficiently. The purpose of this study was to explore a research method for visual evaluation of visitors' learning experiences in digital museums. The visual evaluation of visitors in the digital museum learning experience involves the layout of exhibition content, the form of exhibition space, and the way of display of exhibits. Through eye-tracking engineering experiments, we obtain and analyze the visual data of visitors during the educational experience of the digital museum to form an accurate evaluation. This method can be used to assess the visual satisfaction of visitors with the educational experience of a digital museum in mobile learning. This kind of evaluation research can provide strong data support and design optimization direction guidance for the development of digital museum public education.","Zhang, X; Hu, JM",10.3389/fpsyg.2022.994693,WOS
Zen and the Art of STEAM: Student Knowledge and Experiences in Interdisciplinary and Traditional Engineering Capstone Experiences,"This Research Full Paper examines the concept of flow, derived from Zen philosophy and positive psychology, and how interdisciplinary STEAM (science, technology, engineering, arts, and mathematics) and disciplinary electrical engineering students find flow within their coursework and their capstone design experiences. STEAM education incorporates the arts and humanities into the traditional disciplines of STEM. However, students involved in this interdisciplinary space often struggle to find a balance in applying both creative and logical knowledge in their work. The theoretical framework for this study leverages the concept of pure experience from Zen philosophy to analyze flow states in students' interdisciplinary experiences. This theory focuses on the unity of subject/object and rejection of purely logical, positivist thinking for more integrative knowledge acquisition while in flow states. In this secondary analysis, we analyzed interviews conducted with electrical engineering and STEAM students. STEAM students from an interdisciplinary program were found to approach their coursework differently than engineering students, likely because of a difference in assignment guidelines. The engineering students in the study had more restrictive guidelines, while the STEAM students were given more freedom to move between disciplines. Alternatively, students from both disciplines shared many similar values about education and knowledge including the need for enjoyment and personal interest within the coursework as well as finding a balance between logical thought and the desire for creation that a student's program did not determine whether they reached a state of pure experience, or flow, in their work. However, rigid adherence to either the arts or engineering seemed to create disharmony and very few students find cohesion between their values and their approach to knowledge. This paper points to new insights into the design of capstone experiences for STEAM education.","Bates, R; Lord, SM; Tilley, E",10.1109/FIE49875.2021.9637284,WOS
Teaching the concept of time: A steam-based program on computational thinking in science education,"The aim of this research was to develop a STEAM-based program for teaching middle school students the concept of time to enhance their computational thinking skills. The proposed Time Teaching Program (TTP) consists of modules and activities on the definition of time, historical development of time measurement tools, universal time measurement system, space-time theory, and time as a fourth dimension. To determine the effectiveness of TTP and its effect on middle school students' computational thinking skills, a mixed methodology was adopted in which both a quasi-experimental design including a pretest-posttest control group and an observational case study were used concurrently. The study group consisted of eighth-grade students from a public middle school in Turkey, selected according to the convenient sampling method. A computational thinking test was used to collect quantitative data, and observations and semi-structured interviews were utilized for the collection of qualitative data. According to the results of analyses, when the effects of the pretest scores were not considered, there was a significant difference (F.(469), 1, R-2=.518) between the final test scores of the experimental and control groups in favor of the former. Based on these findings, it can be stated that the proposed STEAM-based program significantly improves the computational thinking skills of eighth-grade middle school students.","Bati, K; Yetisir, MI; Çaliskan, I; Günes, G; Gül Saçan, E",10.1080/2331186X.2018.1507306,WOS
From STEM to STEAM: Cracking the Code? How Creativity & Motivation Interacts with Inquiry-based Learning,"STEM subjects enriched with Arts (STEAM) are assumed to enhance science lessons and making them more attractive. A multidisciplinary STEAM module integrating inquiry-based learning was implemented to a sample of 160 students (11-12 years; 43.1% females). In a four-hour lesson, dealing with scientific phenomena surrounding bird flight, students learned at self-explanatory workstations that allowed space for creativity and a high level of autonomy. An arts facet was employed, using collaborative handicraft artwork. A workbook offered guidance, while the teacher's role was of a passive tutor. A pre-/post-/retention-test design monitored knowledge, motivation, and two factors associated with creativity (Act and Flow) two weeks before, immediately after and six weeks later. The intervention produced long-term knowledge and built stable scores of intrinsic motivation, but self-reported aspects of creativity were not affected with a single STEAM intervention. Thus, it seems obvious that regular training in an adequate sociocultural setting is needed to develop creativity sustainably. Nevertheless, this study monitored the correlation of knowledge motivation and creativity in a science education setting for the first time. The findings indicate that fostering creativity, for example in STEAM environments, is a promising starting point for research into promoting motivation and creativity in educational settings.","Conradty, C; Bogner, FX",10.1080/10400419.2019.1641678,WOS
Autonomous Vehicles and Aerospace Engineering as a STEAM development platform,"This paper presents the work in progress of using nanosatellites and autonomous vehicles as education platforms for pre-college preparation and career development at Tec de Monterrey in Mexico. Students are recruited in their junior high school year. They undergo a set of tests, until a selected set is recruited to participate in two MIT programming competitions. They are encouraged to continue their participation until the end of their senior year. When they begin their undergraduate studies, they work as mentors and conduct research on autonomous navigation. Participants develop not only high technical skills, but social and leadership skills as well. This program has been running since September 2016 in the Mexico City campus and due to its success, it is being implemented in other campuses. The alumni and current members of these projects have demonstrated a significant growth as compared to their class.","Bautista-Montesano, R; López-Valdës, E; Jiménez-Ríos, D; Gómez-Aladro, V",10.1109/isecon.2019.8882111,WOS
"EXPLORIA, STEAM Education at University Level as a New Way to Teach Engineering Mechanics in an Integrated Learning Process","The objective of our research is the implementation of STEAM (Science Technology Engineering Art Mathematics) learning in the bachelor of Engineering in industrial design and product development at CEU Cardenal Herrera University through the EXPLORIA project. This article implements and develops the proposal for the first year of this bachelor, which includes 24 students aged 18-20. This article focuses on how to integrate STEAM learning within the EXPLORIA project for the improvement in the learning of the physics subject, and in particular, regarding the part of the syllabus related to mechanical engineering through different projects, challenges and milestones that allow the student to see the use in the design and development of products. The EXPLORIA project connects the competencies of the different STEAM subjects included in the bachelor, designing a learning process as a logical, sequential and incremental itinerary. Through concepts on which the fundamentals of design are based: shape, volume, color, space and structure. In particular, this article shows the adaptation made in the physical part to be able to teach the integrated mechanics part in this learning process. The complete learning was carried out through several challenges and two milestones the students had to overcome through the application of the physical knowledge learned in class. To validate the effectiveness of the proposed methodology, at the end of the paper, an ad hoc questionnaire is carried out showing the students' assessment regarding the new teaching methodology.","Montés, N; Aloy, P; Ferrer, T; Romero, PD; Barquero, S; Carbonell, AM",10.3390/app12105105,WOS
Relational epistemologies in land-based learning environments: reasoning about ecological systems and spatial indexing in motion,"Social and cultural practices in learning settings are sites for leveraging and/or remediating sustainable and just conceptions of nature-culture relations to meet changing environmental demands of twenty-first century. In this study,we examine epistemic navigation among Indigenous youth in an outdoor, land based, STEAM (science, education, arts, math, and science) camp which not only leveraged nature-culture relations as part of critical engagement with socio-ecological systems, but also as a site for Indigenous resurgence and well-being in learning spaces. Wetake a microethnographic (Gee and Green in Rev Res Educ 23:119-169, 1998. 10.2307/1167289) approachto examine sense-making among three youth while engaged in a walking activity in which they were asked to embody a plant as part of cultural practices of reading the land. We found that the micro-practice of spatial indexing dynamically mediated sense-making about ecological systems as participants coordinated attention and observations between humans and more-than-human kinds. This form of sense making reflected both cultural and historical experiences, which students leveraged in their understandings of complex socio-ecological systems.","Pugh, P; McGinty, M; Bang, M",10.1007/s11422-019-09922-1,WOS
Music notes to amino acid sequence: A STEAM approach to study protein structure,"Recently, manuscripts that use bioinformatics tools to convert proteins and other biological materials into music have appeared in several journals. The authors claim that this type of studies adds joy to education of life sciences and attract public attention to biochemistry education along with other uses. We thought the reverse of the process might also be possible for the purpose. We converted notes into amino acids depending on the decreasing hydrophobicity and by using the famous nursery song Twinkle, Twinkle, Little Star notes, a hypothetical protein sequence was obtained. Three-dimensional structures were modeled by I-Tasser Protein Structure and Function Prediction server and the structure of the possible models were investigated. This Science, Technology, Engineering, Arts and Math (STEAM) approach may bring fun to protein structure education. (c) 2019 International Union of Biochemistry and Molecular Biology, 1-3, 2019.","Acan, SC; Acan, NL",10.1002/bmb.21299,WOS
"Maker Education: Assessment, Documentation, and Sharing With a Wider Community","Makerspaces and the learning and teaching associated with them have become a growing area of interest in K-12 education, especially with respect to student engagement in STEM. While the benefits of maker education in schools have been studied, little empirical research has been on how to assess K-12 student learning through making. In this paper, the authors address this gap by examining the research question: How do educators assess the learning experience in maker education? The authors took a sample of four different non-profit and in-school STEAM programs in Ontario, Canada and carried out a qualitative case study. They conducted interviews, observations, and document analysis. The findings revealed that authentic assessment practices were used at each research site. Further, sharing the learning experience with the wider community beyond the classroom benefited the students and teachers in the programs as well as students and educators both local and outside the programs. This study sheds light on the nature and benefits of assessment and documentation in makerspaces.","Bertrand, MG; Namukasa, IK",10.4018/IJOPCD.304083,WOS
The Course Interest Analysis of Extracurricular Scientific Practical Activity of Students in Grade Seven,"This paper proposes (the number of course selecting/ the number of course browsing) to be a new indicator to evaluate the popularity of the course through analyzing the course selection results of Beijing Extracurricular Scientific Practical Activity. The main conclusions of analyzing relevant factors are as follows: 1. The higher star one course gets, the more popular the course is. And word of mouth and teaching experience play important part in course selecting. 2. Some districts like Mentougou and Tongzhou are lack of course resources, resulting in the popularity of these courses are higher than other areas with rich curriculum resources. 3. The courses offered by museums are more popular than those offered by scientific research institutions, which may have something to do with the packaging of the course. 4. The most popular course is about Astronomy, closely followed by Electronics, Information Technology and Physics. And students have less interest in courses related to Geography and Data and Information. 5. The curriculum of Information Technology is a kind of new course comparing to other curricula, which is regarded as STEAM course in a narrow sense. This kind of course is popular which indicates that students accept new type of curriculum well.","Wei, YG; Shi, LN; Sun, B; Zhu, XM",,WOS
CULTURAL SIGNS - BEYOND CONCEPTS AND BOUNDARIES,"This article is mostly about my own artwork and partly about my approach to art education in college. My artwork covers an artistic production process of about 40 years, extending from environmental art to historical and cultural environment. The artistic analysis that originated my work started in 1978 and continued throughout 1980s with The Visual Evaluations related to the Pollution in Izmir Gulf. These were a series of paintings intervening the physical environmental problems. Supported by scientific evidence from research labs, my analysis consisted of both artistic and non-artistic elements. Later came Efes-Oren Visual Notes series and then came the study series covering various cultural regions of Anatolia; Anatolian Civilizations - Intercultural, Anatolian Civilizations - Cultural Environment, Anatolian Civilizations - Cultural Logos, Anatolian Civilizations - Cultural Aspects. Currently, my work continues with the series, Cultural Implications - Tracing the Image. Anatolia, the geography I live in, has been home to many cultures like the Greek, Hittite, Lycian and Phrygian throughout history. Anatolian Civilizations with their cultural wealth, different cultures and cultural layers constitute the concept and idea of my work The language of art is universal. However, lifestyles, cultures and ways of seeing are different. In other words, arts have channels and roots that feed on their own culture and geography. Despite being on the axis of painting, my work is not limited to canvas and colour aesthetics. It includes a dimension extending from the surface to the space. My art is the notes of my thoughts. Different materials and research materials are available depending on the concept. On an educational level, this article aims to emphasize the importance of art in the Third Culture Period, which suggests the coexistence of science and art that seems to be the educational model of the future. This model is made up of science, technology and engineering branches together with art. Emphasis is laid on STEAM - Science / Technology / Engineering / Art and Mathematics - training model. Also, future educational tendencies in some universities and research institutions such as the inclusion of artists in NASA's space exploration programmes and bio-constructive experiments and research on Symbotica A programme in Western University in Australia are further dealt with.","Akdeniz, H",,WOS
Sharing Power: Leadership Lessons from Interdisciplinary Practices in an Art Museum,"Fine arts museums are undergoing a radical transformation, from closed containers of things to porous spaces onsite and online where the visitor experience is paramount. The current moment is accelerating this transformative evolution of museums into institutions that feel relevant and attractive to diverse audiences, now increasingly on multiple platforms. This change on the visitor-facing side needs to mirror a change in practices and attitudes on the inside. As part of this transformative effort a few art museums are supporting a new generation of leaders that have traditionally been in the shadows-those in charge of conservation and scientific research. The infusion of conservation and science narratives in art museums can change visitors' mode of engagement, diversify content entry points to art for those drawn to science, inspire new public offerings, transform museum spaces to make the practice of conservation and scientific research visible, and attract new funding streams. In this paper we share recent experiences at the Art Institute of Chicago, distilling some key elements that can help transform museums into more equitable and multidisciplinary spaces of inquiry. The work underway builds on the values of STEAM (Science, Technology, Engineering Art and Math) education and takes place in the context of a growing field of collaborative and interdisciplinary museum practice.","Casadio, F",10.1111/cura.12421,WOS
